1,1
0,0
4,-34.091
8,6.545
12,-14.184
16,0
20,-34.818
24,5.545
28,-13.98
32,0
36,-34.455
40,5.455
44,-15.102
48,0
52,-34.182
56,5.091
60,-15.408
64,0
68,-34.273
72,5.273
76,-15.612
80,0
84,-34.091
88,5.273
92,-15.306
96,0
100,-33.818
104,5.364
108,-15.51
112,0
116,-34
120,4.909
124,-15.714
128,0
132,-33.636
136,4.909
140,-16.02
144,0
148,-34
152,5
156,-15.918
160,0
164,-34
168,5
172,-16.122
176,0
180,-34.091
184,4.909
188,-15.408
192,0
196,-33.909
200,5.182
204,-15.306
208,0
212,-34.364
216,5
220,-15.51
224,0
228,-34.091
232,5.455
236,-15.408
240,0
244,-34.091
248,4.909
252,-15.306
256,0
260,-34.364
264,4.909
268,-15.102
272,0
276,-34.273
280,5
284,-15.714
288,0
292,-34.455
296,5.273
300,-15.306
304,0
308,-34.455
312,5.091
316,-15.306
320,0
324,-34.091
328,5.091
332,-15.306
336,0
340,-34.455
344,5.091
348,-15.408
352,0
356,-34.182
360,5
364,-15.408
368,0
372,-34.182
376,4.909
380,-15.51
384,0
388,-34
392,5.273
396,-16.02
400,0
404,-34.182
408,5.091
412,-16.02
416,0
420,-34
424,4.727
428,-16.122
432,0
436,-33.818
440,4.727
444,-16.122
448,0
452,-33.818
456,4.818
460,-16.224
464,0
468,-33.545
472,4.545
476,-15.918
480,0
484,-34.091
488,4.636
492,-15.918
496,0
500,-34.182
504,4.727
508,-16.02
512,0
516,-34.091
520,5.091
524,-15.816
528,0
532,-34.273
536,4.818
540,-15.714
544,0
548,-34
552,4.818
556,-16.327
560,0
564,-34.182
568,4.727
572,-15.918
576,0
580,-34.091
584,5
588,-16.02
592,0
596,-34.091
600,4.727
604,-15.408
608,0
612,-34
616,4.818
620,-15.612
624,0
628,-34.091
632,4.727
636,-15.408
640,0
644,-34.455
648,4.909
652,-15.51
656,0
660,-34.364
664,5.091
668,-15.51
672,0
676,-34.091
680,4.818
684,-15.714
688,0
692,-34.364
696,4.636
700,-15.714
704,0
708,-34.091
712,4.909
716,-16.02
720,0
724,-33.727
728,4.727
732,-16.122
736,0
740,-34.091
744,4.727
748,-16.224
752,0
756,-33.727
760,4.545
764,-16.122
768,0
772,-33.818
776,4.545
780,-16.429
784,0
788,-33.909
792,4.818
796,-16.02
800,0
804,-33.909
808,4.727
812,-16.122
816,0
820,-34
824,4.727
828,-16.122
832,0
836,-33.727
840,4.636
844,-16.429
848,0
852,-33.909
856,4.909
860,-16.429
864,0
868,-34.091
872,4.636
876,-16.224
880,0
884,-33.636
888,4.455
892,-15.918
896,0
900,-34
904,5
908,-16.02
912,0
916,-34.273
920,4.727
924,-15.918
928,0
932,-34.091
936,4.909
940,-15.612
944,0
948,-34.273
952,4.909
956,-15.612
960,0
964,-34.455
968,4.909
972,-15.714
976,0
980,12.455
984,25.818
988,-5.816
992,0
996,16.273
1000,23.545
1004,-6.735
1008,0
1012,19.727
1016,20.727
1020,-6.837
1024,0
1028,22.909
1032,17.636
1036,-7.245
1040,0
1044,24.909
1048,14.909
1052,-8.367
1056,0
1060,27.636
1064,11.455
1068,-8.571
1072,0
1076,29.909
1080,7.182
1084,-9.388
1088,0
1092,31.818
1096,3.455
1100,-10.204
1104,0
1108,33
1112,-1.091
1116,-10.306
1120,0
1124,34.273
1128,-5.818
1132,-11.327
1136,0
1140,34.818
1144,-10.364
1148,-12.041
1152,0
1156,34.727
1160,-14.909
1164,-12.857
1168,0
1172,34.182
1176,-19
1180,-13.571
1184,0
1188,33.364
1192,-23.182
1196,-14.388
1200,0
1204,31.727
1208,-27.364
1212,-15.306
1216,0
1220,30.091
1224,-30.909
1228,-16.429
1232,0
1236,28.182
1240,-34.364
1244,-16.837
1248,0
1252,25.727
1256,-38.727
1260,-17.143
1264,0
1268,22.909
1272,-42.455
1276,-17.653
1280,0
1284,20.636
1288,-44.182
1292,-17.857
1296,0
1300,16.909
1304,-47.545
1308,-17.857
1312,0
1316,13.182
1320,-50
1324,-17.653
1328,0
1332,8.818
1336,-52.545
1340,-17.755
1344,0
1348,4.545
1352,-54.091
1356,-17.653
1360,0
1364,0.182
1368,-55.182
1372,-17.449
1376,0
1380,-4.545
1384,-55.455
1388,-17.143
1392,0
1396,-9.091
1400,-55.091
1404,-16.939
1408,0
1412,-13.818
1416,-54.182
1420,-16.531
1424,0
1428,-18.364
1432,-52.727
1436,-16.02
1440,0
1444,-22.182
1448,-51
1452,-15.816
1456,0
1460,-26.727
1464,-48.455
1468,-15.102
1472,0
1476,-30.455
